SlNo,State_Code,State,District_Key,District,Confirmed,Active,Recovered,Deceased,Migrated_Other,Delta_Confirmed,Delta_Active,Delta_Recovered,Delta_Deceased,District_Notes,Last_Updated
635,UP,Uttar Pradesh,UP_Uttar Pradesh,Deoria,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2021-12-11 11:06:00.277486
636,UP,Uttar Pradesh,UP_Uttar Pradesh,Etah,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2021-12-11 11:06:00.277486
637,UP,Uttar Pradesh,UP_Uttar Pradesh,Etawah,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2021-12-11 11:06:00.277486
638,UP,Uttar Pradesh,UP_Uttar Pradesh,Farrukhabad,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2021-12-11 11:06:00.277486
639,UP,Uttar Pradesh,UP_Uttar Pradesh,Fatehpur,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2021-12-11 11:06:00.277486
640,UP,Uttar Pradesh,UP_Uttar Pradesh,Firozabad,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2021-12-11 11:06:00.277486
641,UP,Uttar Pradesh,UP_Uttar Pradesh,Gautam Buddha Nagar,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2021-12-11 11:06:00.277486
642,UP,Uttar Pradesh,UP_Uttar Pradesh,Ghaziabad,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2021-12-11 11:06:00.277486
643,UP,Uttar Pradesh,UP_Uttar Pradesh,Ghazipur,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2021-12-11 11:06:00.277486
644,UP,Uttar Pradesh,UP_Uttar Pradesh,Gonda,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2021-12-11 11:06:00.277486
645,UP,Uttar Pradesh,UP_Uttar Pradesh,Gorakhpur,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2021-12-11 11:06:00.277486
646,UP,Uttar Pradesh,UP_Uttar Pradesh,Hamirpur,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2021-12-11 11:06:00.277486
647,UP,Uttar Pradesh,UP_Uttar Pradesh,Hapur,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2021-12-11 11:06:00.277486
648,UP,Uttar Pradesh,UP_Uttar Pradesh,Hardoi,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2021-12-11 11:06:00.277486
649,UP,Uttar Pradesh,UP_Uttar Pradesh,Hathras,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2021-12-11 11:06:00.277486
650,UP,Uttar Pradesh,UP_Uttar Pradesh,Jalaun,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2021-12-11 11:06:00.277486
651,UP,Uttar Pradesh,UP_Uttar Pradesh,Jaunpur,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2021-12-11 11:06:00.277486
652,UP,Uttar Pradesh,UP_Uttar Pradesh,Jhansi,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2021-12-11 11:06:00.277486
653,UP,Uttar Pradesh,UP_Uttar Pradesh,Kannauj,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2021-12-11 11:06:00.277486
654,UP,Uttar Pradesh,UP_Uttar Pradesh,Kanpur Dehat,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2021-12-11 11:06:00.277486
655,UP,Uttar Pradesh,UP_Uttar Pradesh,Kanpur Nagar,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2021-12-11 11:06:00.277486
656,UP,Uttar Pradesh,UP_Uttar Pradesh,Kasganj,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2021-12-11 11:06:00.277486
657,UP,Uttar Pradesh,UP_Uttar Pradesh,Kaushambi,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2021-12-11 11:06:00.277486
658,UP,Uttar Pradesh,UP_Uttar Pradesh,Kushinagar,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2021-12-11 11:06:00.277486
659,UP,Uttar Pradesh,UP_Uttar Pradesh,Lakhimpur Kheri,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2021-12-11 11:06:00.277486
660,UP,Uttar Pradesh,UP_Uttar Pradesh,Lalitpur,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2021-12-11 11:06:00.277486
661,UP,Uttar Pradesh,UP_Uttar Pradesh,Lucknow,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2021-12-11 11:06:00.277486
662,UP,Uttar Pradesh,UP_Uttar Pradesh,Maharajganj,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2021-12-11 11:06:00.277486
663,UP,Uttar Pradesh,UP_Uttar Pradesh,Mahoba,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2021-12-11 11:06:00.277486
664,UP,Uttar Pradesh,UP_Uttar Pradesh,Mainpuri,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2021-12-11 11:06:00.277486
665,UP,Uttar Pradesh,UP_Uttar Pradesh,Mathura,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2021-12-11 11:06:00.277486
666,UP,Uttar Pradesh,UP_Uttar Pradesh,Mau,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2021-12-11 11:06:00.277486
667,UP,Uttar Pradesh,UP_Uttar Pradesh,Meerut,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2021-12-11 11:06:00.277486
668,UP,Uttar Pradesh,UP_Uttar Pradesh,Mirzapur,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2021-12-11 11:06:00.277486
669,UP,Uttar Pradesh,UP_Uttar Pradesh,Moradabad,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2021-12-11 11:06:00.277486
670,UP,Uttar Pradesh,UP_Uttar Pradesh,Muzaffarnagar,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2021-12-11 11:06:00.277486
671,UP,Uttar Pradesh,UP_Uttar Pradesh,Pilibhit,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2021-12-11 11:06:00.277486
672,UP,Uttar Pradesh,UP_Uttar Pradesh,Pratapgarh,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2021-12-11 11:06:00.277486
673,UP,Uttar Pradesh,UP_Uttar Pradesh,Prayagraj,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2021-12-11 11:06:00.277486
674,UP,Uttar Pradesh,UP_Uttar Pradesh,Rae Bareli,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2021-12-11 11:06:00.277486
675,UP,Uttar Pradesh,UP_Uttar Pradesh,Rampur,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2021-12-11 11:06:00.277486
676,UP,Uttar Pradesh,UP_Uttar Pradesh,Saharanpur,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2021-12-11 11:06:00.277486
677,UP,Uttar Pradesh,UP_Uttar Pradesh,Sambhal,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2021-12-11 11:06:00.277486
678,UP,Uttar Pradesh,UP_Uttar Pradesh,Sant Kabir Nagar,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2021-12-11 11:06:00.277486
679,UP,Uttar Pradesh,UP_Uttar Pradesh,Shahjahanpur,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2021-12-11 11:06:00.277486
680,UP,Uttar Pradesh,UP_Uttar Pradesh,Shamli,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2021-12-11 11:06:00.277486
681,UP,Uttar Pradesh,UP_Uttar Pradesh,Shrawasti,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2021-12-11 11:06:00.277486
682,UP,Uttar Pradesh,UP_Uttar Pradesh,Siddharthnagar,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2021-12-11 11:06:00.277486
683,UP,Uttar Pradesh,UP_Uttar Pradesh,Sitapur,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2021-12-11 11:06:00.277486
684,UP,Uttar Pradesh,UP_Uttar Pradesh,Sonbhadra,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2021-12-11 11:06:00.277486
685,UP,Uttar Pradesh,UP_Uttar Pradesh,Sultanpur,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2021-12-11 11:06:00.277486
686,UP,Uttar Pradesh,UP_Uttar Pradesh,Unknown,1710517.0,139,1687465.0,22913.0,0,9.0,5.0,2.0,2.0,0.0,2021-12-11 11:06:00.277486
687,UP,Uttar Pradesh,UP_Uttar Pradesh,Unnao,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2021-12-11 11:06:00.277486
688,UP,Uttar Pradesh,UP_Uttar Pradesh,Varanasi,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2021-12-11 11:06:00.277486
689,WB,West Bengal,WB_West Bengal,Alipurduar,15746,43,15601,102,0,4,1,3,0,0.0,2021-12-10T23:56:10.142036+05:30
690,WB,West Bengal,WB_West Bengal,Bankura,36875,109,36490,276,0,5,-4,9,0,0.0,2021-12-10T23:56:10.142036+05:30
691,WB,West Bengal,WB_West Bengal,Birbhum,41807,203,41314,290,0,31,16,15,0,0.0,2021-12-10T23:56:10.142036+05:30
692,WB,West Bengal,WB_West Bengal,Cooch Behar,29753,141,29513,99,0,11,0,11,0,0.0,2021-12-10T23:56:10.142036+05:30
693,WB,West Bengal,WB_West Bengal,Dakshin Dinajpur,18628,173,18279,176,0,7,-8,15,0,0.0,2021-12-10T23:56:10.142036+05:30
694,WB,West Bengal,WB_West Bengal,Darjeeling,58116,249,57318,549,0,21,1,20,0,0.0,2021-12-10T23:56:10.142036+05:30
695,WB,West Bengal,WB_West Bengal,Hooghly,88597,588,86989,1020,0,46,-2,48,0,0.0,2021-12-10T23:56:10.142036+05:30
696,WB,West Bengal,WB_West Bengal,Howrah,100936,530,98867,1539,0,35,-9,44,0,0.0,2021-12-10T23:56:10.142036+05:30
697,WB,West Bengal,WB_West Bengal,Jalpaiguri,42546,169,41787,590,0,19,6,13,0,0.0,2021-12-10T23:56:10.142036+05:30
698,WB,West Bengal,WB_West Bengal,Jhargram,12318,42,12249,27,0,8,5,3,0,0.0,2021-12-10T23:56:10.142036+05:30
699,WB,West Bengal,WB_West Bengal,Kalimpong,7145,24,7067,54,0,1,-1,2,0,0.0,2021-12-10T23:56:10.142036+05:30
700,WB,West Bengal,WB_West Bengal,Kolkata,330619,2173,323177,5269,0,206,30,173,3,0.0,2021-12-10T23:56:10.142036+05:30
701,WB,West Bengal,WB_West Bengal,Malda,33793,103,33502,188,0,7,-1,8,0,0.0,2021-12-10T23:56:10.142036+05:30
702,WB,West Bengal,WB_West Bengal,Murshidabad,34193,55,33807,331,0,2,-4,5,1,0.0,2021-12-10T23:56:10.142036+05:30
703,WB,West Bengal,WB_West Bengal,Nadia,74510,305,73317,888,0,41,17,23,1,0.0,2021-12-10T23:56:10.142036+05:30
704,WB,West Bengal,WB_West Bengal,North 24 Parganas,334480,1366,328150,4964,0,107,-7,111,3,0.0,2021-12-10T23:56:10.142036+05:30
705,WB,West Bengal,WB_West Bengal,Other State,66,0,63,3,0,0,0,0,0,0.0,2021-12-10T23:56:10.142036+05:30
706,WB,West Bengal,WB_West Bengal,Paschim Bardhaman,58624,248,58015,361,0,20,-1,20,1,0.0,2021-12-10T23:56:10.142036+05:30
707,WB,West Bengal,WB_West Bengal,Paschim Medinipur,54191,150,53531,510,0,6,-7,13,0,0.0,2021-12-10T23:56:10.142036+05:30
708,WB,West Bengal,WB_West Bengal,Purba Bardhaman,42655,140,42309,206,0,9,-2,11,0,0.0,2021-12-10T23:56:10.142036+05:30
709,WB,West Bengal,WB_West Bengal,Purba Medinipur,63476,106,62969,401,0,5,-4,9,0,0.0,2021-12-10T23:56:10.142036+05:30
710,WB,West Bengal,WB_West Bengal,Purulia,19491,19,19358,114,0,1,-1,2,0,0.0,2021-12-10T23:56:10.142036+05:30
711,WB,West Bengal,WB_West Bengal,South 24 Parganas,103331,585,101360,1386,0,33,-15,48,0,0.0,2021-12-10T23:56:10.142036+05:30
712,WB,West Bengal,WB_West Bengal,Uttar Dinajpur,20102,53,19808,241,0,3,-1,4,0,0.0,2021-12-10T23:56:10.142036+05:30
713,AN,Andaman and Nicobar Islands,AN_Andaman and Nicobar Islands,Nicobars,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2021-12-11 11:06:00.277486
714,AN,Andaman and Nicobar Islands,AN_Andaman and Nicobar Islands,North and Middle Andaman,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2021-12-11 11:06:00.277486
715,AN,Andaman and Nicobar Islands,AN_Andaman and Nicobar Islands,South Andaman,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2021-12-11 11:06:00.277486
716,AN,Andaman and Nicobar Islands,AN_Andaman and Nicobar Islands,Unknown,7696.0,8,7559.0,129.0,0,2.0,2.0,0.0,0.0,0.0,2021-12-11 11:06:00.277486
717,CH,Chandigarh,CH_Chandigarh,Chandigarh,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2021-12-11 11:06:00.277486
718,CH,Chandigarh,CH_Chandigarh,Unknown,65618.0,56,64486.0,1076.0,0,2.0,-7.0,9.0,0.0,0.0,2021-12-11 11:06:00.277486
719,DN,Dadra and Nagar Haveli and Daman and Diu,DN_Dadra and Nagar Haveli and Daman and Diu,Dadra and Nagar Haveli,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2021-12-11 11:06:00.277486
720,DN,Dadra and Nagar Haveli and Daman and Diu,DN_Dadra and Nagar Haveli and Daman and Diu,Daman,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2021-12-11 11:06:00.277486
721,DN,Dadra and Nagar Haveli and Daman and Diu,DN_Dadra and Nagar Haveli and Daman and Diu,Diu,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2021-12-11 11:06:00.277486
722,DN,Dadra and Nagar Haveli and Daman and Diu,DN_Dadra and Nagar Haveli and Daman and Diu,Other State,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2021-12-11 11:06:00.277486
723,DN,Dadra and Nagar Haveli and Daman and Diu,DN_Dadra and Nagar Haveli and Daman and Diu,Unknown,10686.0,3,10679.0,4.0,0,2.0,2.0,0.0,0.0,0.0,2021-12-11 11:06:00.277486
724,DL,Delhi,DL_Delhi,Central Delhi,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2021-12-11 11:06:00.277486
725,DL,Delhi,DL_Delhi,East Delhi,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2021-12-11 11:06:00.277486
726,DL,Delhi,DL_Delhi,New Delhi,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2021-12-11 11:06:00.277486
727,DL,Delhi,DL_Delhi,North Delhi,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2021-12-11 11:06:00.277486
728,DL,Delhi,DL_Delhi,North East Delhi,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2021-12-11 11:06:00.277486
729,DL,Delhi,DL_Delhi,North West Delhi,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2021-12-11 11:06:00.277486
730,DL,Delhi,DL_Delhi,Shahdara,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2021-12-11 11:06:00.277486
731,DL,Delhi,DL_Delhi,South Delhi,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2021-12-11 11:06:00.277486
732,DL,Delhi,DL_Delhi,South East Delhi,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2021-12-11 11:06:00.277486
733,DL,Delhi,DL_Delhi,South West Delhi,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2021-12-11 11:06:00.277486
734,DL,Delhi,DL_Delhi,Unknown,1441610.0,370,1416140.0,25100.0,0,41.0,-16.0,57.0,0.0,0.0,2021-12-11 11:06:00.277486
735,DL,Delhi,DL_Delhi,West Delhi,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2021-12-11 11:06:00.277486
736,JK,Jammu and Kashmir,JK_Jammu and Kashmir,Anantnag,16696,17,16472,207,0,2,-1,3,0,0.0,2021-12-10 21:46:26
737,JK,Jammu and Kashmir,JK_Jammu and Kashmir,Bandipora,10074,63,9905,106,0,8,-15,23,0,0.0,2021-12-10 21:46:26
738,JK,Jammu and Kashmir,JK_Jammu and Kashmir,Baramulla,25657,234,25134,289,0,17,-25,42,0,0.0,2021-12-10 21:46:26
739,JK,Jammu and Kashmir,JK_Jammu and Kashmir,Budgam,24328,104,24012,212,0,12,0,11,1,0.0,2021-12-10 21:46:26
740,JK,Jammu and Kashmir,JK_Jammu and Kashmir,Doda,7974,38,7802,134,0,5,5,0,0,0.0,2021-12-10 21:46:26
741,JK,Jammu and Kashmir,JK_Jammu and Kashmir,Ganderbal,10821,90,10651,80,0,13,8,5,0,0.0,2021-12-10 21:46:26
742,JK,Jammu and Kashmir,JK_Jammu and Kashmir,Jammu,53825,187,52485,1153,0,25,8,17,0,0.0,2021-12-10 21:46:26
743,JK,Jammu and Kashmir,JK_Jammu and Kashmir,Kathua,9368,15,9201,152,0,1,1,0,0,0.0,2021-12-10 21:46:26
744,JK,Jammu and Kashmir,JK_Jammu and Kashmir,Kishtwar,4838,3,4791,44,0,0,-1,1,0,0.0,2021-12-10 21:46:26
745,JK,Jammu and Kashmir,JK_Jammu and Kashmir,Kulgam,11527,15,11395,117,0,3,3,0,0,0.0,2021-12-10 21:46:26
746,JK,Jammu and Kashmir,JK_Jammu and Kashmir,Kupwara,14813,57,14589,167,0,4,-2,6,0,0.0,2021-12-10 21:46:26
747,JK,Jammu and Kashmir,JK_Jammu and Kashmir,Pulwama,15645,45,15406,194,0,11,10,1,0,0.0,2021-12-10 21:46:26
748,JK,Jammu and Kashmir,JK_Jammu and Kashmir,Punch,6554,27,6427,100,0,3,0,3,0,0.0,2021-12-10 21:46:26
749,JK,Jammu and Kashmir,JK_Jammu and Kashmir,Rajouri,11348,18,11092,238,0,1,1,0,0,0.0,2021-12-10 21:46:26
750,JK,Jammu and Kashmir,JK_Jammu and Kashmir,Ramban,6057,0,5990,67,0,0,0,0,0,0.0,2021-12-10 21:46:26
751,JK,Jammu and Kashmir,JK_Jammu and Kashmir,Reasi,6975,121,6811,43,0,6,-82,88,0,0.0,2021-12-10 21:46:26
752,JK,Jammu and Kashmir,JK_Jammu and Kashmir,Samba,7171,7,7044,120,0,2,0,2,0,0.0,2021-12-10 21:46:26
753,JK,Jammu and Kashmir,JK_Jammu and Kashmir,Shopiyan,5614,1,5554,59,0,0,0,0,0,0.0,2021-12-10 21:46:26
754,JK,Jammu and Kashmir,JK_Jammu and Kashmir,Srinagar,77828,570,76388,870,0,59,12,47,0,0.0,2021-12-10 21:46:26
755,JK,Jammu and Kashmir,JK_Jammu and Kashmir,Udhampur,11450,6,11306,138,0,1,0,1,0,0.0,2021-12-10 21:46:26
756,LA,Ladakh,LA_Ladakh,KARGIL,3660,18,3584,58,0,2,2,0,0,0.0,2021-12-11T10:40:12.364302+05:30
757,LA,Ladakh,LA_Ladakh,LEH,18132,202,17773,157,0,17,-19,36,0,0.0,2021-12-11T10:40:12.364302+05:30
758,LD,Lakshadweep,LD_Lakshadweep,Lakshadweep,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2021-12-11 11:06:00.277486
759,LD,Lakshadweep,LD_Lakshadweep,Unknown,10405.0,9,10345.0,51.0,0,0.0,-2.0,2.0,0.0,0.0,2021-12-11 11:06:00.277486
760,PY,Puducherry,PY_Puducherry,Karaikal,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2021-12-11 11:06:00.277486
761,PY,Puducherry,PY_Puducherry,Mahe,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2021-12-11 11:06:00.277486
762,PY,Puducherry,PY_Puducherry,Puducherry,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2021-12-11 11:06:00.277486
763,PY,Puducherry,PY_Puducherry,Unknown,129180.0,243,127060.0,1877.0,0,24.0,2.0,22.0,0.0,0.0,2021-12-11 11:06:00.277486
764,PY,Puducherry,PY_Puducherry,Yanam,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2021-12-11 11:06:00.277486
