SlNo,State_Code,State,District_Key,District,Confirmed,Active,Recovered,Deceased,Migrated_Other,Delta_Confirmed,Delta_Active,Delta_Recovered,Delta_Deceased,District_Notes,Last_Updated
0,AP,Andhra Pradesh,AP_Andhra Pradesh,Anantapur,158141,91,156957,1093,0,17,10,7,0,0.0,2021-12-10 23:55:19.093038
1,AP,Andhra Pradesh,AP_Andhra Pradesh,Chittoor,248268,271,246039,1958,0,14,-6,19,1,0.0,2021-12-10 23:55:19.093038
2,AP,Andhra Pradesh,AP_Andhra Pradesh,East Godavari,294871,407,293174,1290,0,21,4,17,0,0.0,2021-12-10 23:55:19.093038
3,AP,Andhra Pradesh,AP_Andhra Pradesh,Guntur,179044,191,177599,1254,0,28,0,28,0,0.0,2021-12-10 23:55:19.093038
4,AP,Andhra Pradesh,AP_Andhra Pradesh,Krishna,120475,260,118748,1467,0,13,-29,41,1,0.0,2021-12-10 23:55:19.093038
5,AP,Andhra Pradesh,AP_Andhra Pradesh,Kurnool,124205,7,123344,854,0,1,1,0,0,0.0,2021-12-10 23:55:19.093038
6,AP,Andhra Pradesh,AP_Andhra Pradesh,Other Countries,434,0,434,0,0,0,0,0,0,0.0,2021-12-10 23:55:19.093038
7,AP,Andhra Pradesh,AP_Andhra Pradesh,Other States,2461,0,2461,0,0,0,0,0,0,0.0,2021-12-10 23:55:19.093038
8,AP,Andhra Pradesh,AP_Andhra Pradesh,Prakasam,138747,58,137560,1129,0,4,-1,5,0,0.0,2021-12-10 23:55:19.093038
9,AP,Andhra Pradesh,AP_Andhra Pradesh,S.P.S. Nellore,146947,180,145713,1054,0,6,-17,23,0,0.0,2021-12-10 23:55:19.093038
10,AP,Andhra Pradesh,AP_Andhra Pradesh,Srikakulam,123539,98,122651,790,0,7,-3,10,0,0.0,2021-12-10 23:55:19.093038
11,AP,Andhra Pradesh,AP_Andhra Pradesh,Visakhapatnam,158617,221,157261,1135,0,10,-16,26,0,0.0,2021-12-10 23:55:19.093038
12,AP,Andhra Pradesh,AP_Andhra Pradesh,Vizianagaram,83090,33,82384,673,0,2,0,2,0,0.0,2021-12-10 23:55:19.093038
13,AP,Andhra Pradesh,AP_Andhra Pradesh,West Godavari,179805,147,178537,1121,0,17,9,8,0,0.0,2021-12-10 23:55:19.093038
14,AP,Andhra Pradesh,AP_Andhra Pradesh,Y.S.R. Kadapa,115908,25,115239,644,0,2,0,2,0,0.0,2021-12-10 23:55:19.093038
15,AR,Arunachal Pradesh,AR_Arunachal Pradesh,Anjaw,1068,0,1065,3,0,0,0,0,0,0.0,2021-12-10 21:45:25
16,AR,Arunachal Pradesh,AR_Arunachal Pradesh,Changlang,3809,0,3787,22,0,0,0,0,0,0.0,2021-12-10 21:45:25
17,AR,Arunachal Pradesh,AR_Arunachal Pradesh,East Kameng,1094,0,1094,0,0,0,0,0,0,0.0,2021-12-10 21:45:25
18,AR,Arunachal Pradesh,AR_Arunachal Pradesh,East Siang,3222,1,3204,17,0,0,0,0,0,0.0,2021-12-10 21:45:25
19,AR,Arunachal Pradesh,AR_Arunachal Pradesh,Kamle,512,0,512,0,0,0,0,0,0,0.0,2021-12-10 21:45:25
20,AR,Arunachal Pradesh,AR_Arunachal Pradesh,Kra Daadi,270,0,270,0,0,0,0,0,0,0.0,2021-12-10 21:45:25
21,AR,Arunachal Pradesh,AR_Arunachal Pradesh,Kurung Kumey,511,0,510,1,0,0,0,0,0,0.0,2021-12-10 21:45:25
22,AR,Arunachal Pradesh,AR_Arunachal Pradesh,Lepa Rada,876,0,873,3,0,0,0,0,0,0.0,2021-12-10 21:45:25
23,AR,Arunachal Pradesh,AR_Arunachal Pradesh,Lohit,2888,0,2862,26,0,0,0,0,0,0.0,2021-12-10 21:45:25
24,AR,Arunachal Pradesh,AR_Arunachal Pradesh,Longding,752,0,750,2,0,0,0,0,0,0.0,2021-12-10 21:45:25
25,AR,Arunachal Pradesh,AR_Arunachal Pradesh,Lower Dibang Valley,2438,1,2426,11,0,0,-1,1,0,0.0,2021-12-10 21:45:25
26,AR,Arunachal Pradesh,AR_Arunachal Pradesh,Lower Siang,738,0,730,8,0,0,0,0,0,0.0,2021-12-10 21:45:25
27,AR,Arunachal Pradesh,AR_Arunachal Pradesh,Lower Subansiri,3040,0,3025,15,0,0,0,0,0,0.0,2021-12-10 21:45:25
28,AR,Arunachal Pradesh,AR_Arunachal Pradesh,Namsai,2133,3,2113,17,0,2,2,0,0,0.0,2021-12-10 21:45:25
29,AR,Arunachal Pradesh,AR_Arunachal Pradesh,Pakke Kessang,453,0,453,0,0,0,0,0,0,0.0,2021-12-10 21:45:25
30,AR,Arunachal Pradesh,AR_Arunachal Pradesh,Papum Pare,18346,9,18239,98,0,1,0,1,0,0.0,2021-12-10 21:45:25
31,AR,Arunachal Pradesh,AR_Arunachal Pradesh,Shi Yomi,267,0,267,0,0,0,0,0,0,0.0,2021-12-10 21:45:25
32,AR,Arunachal Pradesh,AR_Arunachal Pradesh,Siang,415,0,412,3,0,0,0,0,0,0.0,2021-12-10 21:45:25
33,AR,Arunachal Pradesh,AR_Arunachal Pradesh,Tawang,2604,4,2580,20,0,0,0,0,0,0.0,2021-12-10 21:45:25
34,AR,Arunachal Pradesh,AR_Arunachal Pradesh,Tirap,337,0,335,2,0,-772,0,-769,-3,0.0,2021-12-10 21:45:25
35,AR,Arunachal Pradesh,AR_Arunachal Pradesh,Upper Dibang Valley,1109,0,1104,5,0,772,0,769,3,0.0,2021-12-10 21:45:25
36,AR,Arunachal Pradesh,AR_Arunachal Pradesh,Upper Siang,1019,0,1018,1,0,0,0,0,0,0.0,2021-12-10 21:45:25
37,AR,Arunachal Pradesh,AR_Arunachal Pradesh,Upper Subansiri,1959,0,1953,6,0,0,0,0,0,0.0,2021-12-10 21:45:25
38,AR,Arunachal Pradesh,AR_Arunachal Pradesh,West Kameng,3579,14,3551,14,0,2,1,1,0,0.0,2021-12-10 21:45:25
39,AR,Arunachal Pradesh,AR_Arunachal Pradesh,West Siang,1865,0,1859,6,0,0,0,0,0,0.0,2021-12-10 21:45:25
40,AS,Assam,AS_Assam,Airport Quarantine,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2021-12-11 11:06:00.277486
41,AS,Assam,AS_Assam,Baksa,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2021-12-11 11:06:00.277486
42,AS,Assam,AS_Assam,Barpeta,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2021-12-11 11:06:00.277486
43,AS,Assam,AS_Assam,Biswanath,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2021-12-11 11:06:00.277486
44,AS,Assam,AS_Assam,Bongaigaon,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2021-12-11 11:06:00.277486
45,AS,Assam,AS_Assam,Cachar,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2021-12-11 11:06:00.277486
46,AS,Assam,AS_Assam,Charaideo,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2021-12-11 11:06:00.277486
47,AS,Assam,AS_Assam,Chirang,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2021-12-11 11:06:00.277486
48,AS,Assam,AS_Assam,Darrang,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2021-12-11 11:06:00.277486
49,AS,Assam,AS_Assam,Dhemaji,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2021-12-11 11:06:00.277486
50,AS,Assam,AS_Assam,Dhubri,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2021-12-11 11:06:00.277486
51,AS,Assam,AS_Assam,Dibrugarh,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2021-12-11 11:06:00.277486
52,AS,Assam,AS_Assam,Dima Hasao,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2021-12-11 11:06:00.277486
53,AS,Assam,AS_Assam,Goalpara,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2021-12-11 11:06:00.277486
54,AS,Assam,AS_Assam,Golaghat,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2021-12-11 11:06:00.277486
55,AS,Assam,AS_Assam,Hailakandi,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2021-12-11 11:06:00.277486
56,AS,Assam,AS_Assam,Hojai,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2021-12-11 11:06:00.277486
57,AS,Assam,AS_Assam,Jorhat,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2021-12-11 11:06:00.277486
58,AS,Assam,AS_Assam,Kamrup,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2021-12-11 11:06:00.277486
59,AS,Assam,AS_Assam,Kamrup Metropolitan,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2021-12-11 11:06:00.277486
60,AS,Assam,AS_Assam,Karbi Anglong,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2021-12-11 11:06:00.277486
61,AS,Assam,AS_Assam,Karimganj,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2021-12-11 11:06:00.277486
62,AS,Assam,AS_Assam,Kokrajhar,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2021-12-11 11:06:00.277486
63,AS,Assam,AS_Assam,Lakhimpur,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2021-12-11 11:06:00.277486
64,AS,Assam,AS_Assam,Majuli,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2021-12-11 11:06:00.277486
65,AS,Assam,AS_Assam,Morigaon,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2021-12-11 11:06:00.277486
66,AS,Assam,AS_Assam,Nagaon,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2021-12-11 11:06:00.277486
67,AS,Assam,AS_Assam,Nalbari,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2021-12-11 11:06:00.277486
68,AS,Assam,AS_Assam,Other State,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2021-12-11 11:06:00.277486
69,AS,Assam,AS_Assam,Sivasagar,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2021-12-11 11:06:00.277486
70,AS,Assam,AS_Assam,Sonitpur,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2021-12-11 11:06:00.277486
71,AS,Assam,AS_Assam,South Salmara Mankachar,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2021-12-11 11:06:00.277486
72,AS,Assam,AS_Assam,Tinsukia,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2021-12-11 11:06:00.277486
73,AS,Assam,AS_Assam,Udalguri,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2021-12-11 11:06:00.277486
74,AS,Assam,AS_Assam,Unknown,618329.0,2482,609717.0,6130.0,0,141.0,-61.0,201.0,1.0,0.0,2021-12-11 11:06:00.277486
75,AS,Assam,AS_Assam,West Karbi Anglong,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2021-12-11 11:06:00.277486
76,BR,Bihar,BR_Bihar,Araria,14980,0,14841,139,0,0,0,0,0,0.0,2021-12-10 21:45:33
77,BR,Bihar,BR_Bihar,Arwal,7381,0,7272,109,0,0,0,0,0,0.0,2021-12-10 21:45:33
78,BR,Bihar,BR_Bihar,Aurangabad,20011,0,19936,75,0,0,0,0,0,0.0,2021-12-10 21:45:33
79,BR,Bihar,BR_Bihar,Banka,7379,0,7267,112,0,0,0,0,0,0.0,2021-12-10 21:45:33
80,BR,Bihar,BR_Bihar,Begusarai,27216,1,26654,561,0,0,0,0,0,0.0,2021-12-10 21:45:33
81,BR,Bihar,BR_Bihar,Bhagalpur,25842,0,25489,353,0,0,0,0,0,0.0,2021-12-10 21:45:33
82,BR,Bihar,BR_Bihar,Bhojpur,10211,1,9972,238,0,0,0,0,0,0.0,2021-12-10 21:45:33
83,BR,Bihar,BR_Bihar,Buxar,9252,0,9035,217,0,0,0,0,0,0.0,2021-12-10 21:45:33
84,BR,Bihar,BR_Bihar,Darbhanga,10941,0,10571,370,0,0,0,0,0,0.0,2021-12-10 21:45:33
85,BR,Bihar,BR_Bihar,East Champaran,19021,0,18495,526,0,0,0,0,0,0.0,2021-12-10 21:45:33
86,BR,Bihar,BR_Bihar,Gaya,33958,3,33591,364,0,2,1,1,0,0.0,2021-12-10 21:45:33
87,BR,Bihar,BR_Bihar,Gopalganj,16689,0,16433,256,0,0,0,0,0,0.0,2021-12-10 21:45:33
88,BR,Bihar,BR_Bihar,Jamui,9418,0,9300,118,0,0,0,0,0,0.0,2021-12-10 21:45:33
89,BR,Bihar,BR_Bihar,Jehanabad,10784,0,10540,244,0,0,0,0,0,0.0,2021-12-10 21:45:33
90,BR,Bihar,BR_Bihar,Kaimur,4984,0,4837,147,0,0,0,0,0,0.0,2021-12-10 21:45:33
91,BR,Bihar,BR_Bihar,Katihar,18146,0,17878,268,0,0,0,0,0,0.0,2021-12-10 21:45:33
92,BR,Bihar,BR_Bihar,Khagaria,10064,0,9900,164,0,0,0,0,0,0.0,2021-12-10 21:45:33
93,BR,Bihar,BR_Bihar,Kishanganj,10140,2,10033,105,0,1,0,1,0,0.0,2021-12-10 21:45:33
94,BR,Bihar,BR_Bihar,Lakhisarai,7778,0,7676,102,0,0,0,0,0,0.0,2021-12-10 21:45:33
95,BR,Bihar,BR_Bihar,Madhepura,12547,0,12436,111,0,0,0,0,0,0.0,2021-12-10 21:45:33
96,BR,Bihar,BR_Bihar,Madhubani,18365,0,17978,387,0,0,0,0,0,0.0,2021-12-10 21:45:33
97,BR,Bihar,BR_Bihar,Munger,15112,0,14840,272,0,0,0,0,0,0.0,2021-12-10 21:45:33
98,BR,Bihar,BR_Bihar,Muzaffarpur,31404,1,30782,621,0,1,1,0,0,0.0,2021-12-10 21:45:33
99,BR,Bihar,BR_Bihar,Nalanda,23438,4,22966,468,0,2,2,0,0,0.0,2021-12-10 21:45:33
100,BR,Bihar,BR_Bihar,Nawada,10353,0,10098,255,0,0,0,0,0,0.0,2021-12-10 21:45:33
101,BR,Bihar,BR_Bihar,Patna,147115,40,144291,2784,0,6,5,1,0,0.0,2021-12-10 21:45:33
102,BR,Bihar,BR_Bihar,Purnia,24429,1,24202,226,0,0,0,0,0,0.0,2021-12-10 21:45:33
103,BR,Bihar,BR_Bihar,Rohtas,13981,0,13710,271,0,0,0,0,0,0.0,2021-12-10 21:45:33
104,BR,Bihar,BR_Bihar,Saharsa,17617,0,17425,192,0,0,0,0,0,0.0,2021-12-10 21:45:33
105,BR,Bihar,BR_Bihar,Samastipur,20028,2,19767,259,0,0,-1,1,0,0.0,2021-12-10 21:45:33
106,BR,Bihar,BR_Bihar,Saran,23280,0,23025,255,0,0,0,0,0,0.0,2021-12-10 21:45:33
107,BR,Bihar,BR_Bihar,Sheikhpura,7693,0,7588,105,0,0,0,0,0,0.0,2021-12-10 21:45:33
108,BR,Bihar,BR_Bihar,Sheohar,4404,0,4352,52,0,0,0,0,0,0.0,2021-12-10 21:45:33
109,BR,Bihar,BR_Bihar,Sitamarhi,9185,0,9058,127,0,0,0,0,0,0.0,2021-12-10 21:45:33
110,BR,Bihar,BR_Bihar,Siwan,15197,0,14912,285,0,0,0,0,0,0.0,2021-12-10 21:45:33
111,BR,Bihar,BR_Bihar,Supaul,17223,1,17065,157,0,0,0,0,0,0.0,2021-12-10 21:45:33
112,BR,Bihar,BR_Bihar,Vaishali,19832,2,19428,402,0,0,0,0,0,0.0,2021-12-10 21:45:33
113,BR,Bihar,BR_Bihar,West Champaran,20890,0,20497,393,0,0,0,0,0,0.0,2021-12-10 21:45:33
114,CT,Chhattisgarh,CT_Chhattisgarh,Balod,27293,6,26891,396,0,0,0,0,0,0.0,2021-12-10 21:45:39
115,CT,Chhattisgarh,CT_Chhattisgarh,Baloda Bazar,43106,9,42626,471,0,0,0,0,0,0.0,2021-12-10 21:45:39
116,CT,Chhattisgarh,CT_Chhattisgarh,Balrampur,20314,12,20184,118,0,0,0,0,0,0.0,2021-12-10 21:45:39
117,CT,Chhattisgarh,CT_Chhattisgarh,Bametara,19974,6,19731,237,0,0,0,0,0,0.0,2021-12-10 21:45:39
118,CT,Chhattisgarh,CT_Chhattisgarh,Bastar,21101,13,20900,188,0,0,-2,2,0,0.0,2021-12-10 21:45:39
119,CT,Chhattisgarh,CT_Chhattisgarh,Bijapur,8335,10,8270,55,0,2,2,0,0,0.0,2021-12-10 21:45:39
120,CT,Chhattisgarh,CT_Chhattisgarh,Bilaspur,65747,23,64512,1212,0,4,3,1,0,0.0,2021-12-10 21:45:39
121,CT,Chhattisgarh,CT_Chhattisgarh,Dakshin Bastar Dantewada,10892,10,10857,25,0,2,2,0,0,0.0,2021-12-10 21:45:39
122,CT,Chhattisgarh,CT_Chhattisgarh,Dhamtari,27275,14,26716,545,0,0,0,0,0,0.0,2021-12-10 21:45:39
123,CT,Chhattisgarh,CT_Chhattisgarh,Durg,97034,50,95181,1803,0,5,4,1,0,0.0,2021-12-10 21:45:39
124,CT,Chhattisgarh,CT_Chhattisgarh,Gariaband,19712,1,19517,194,0,1,1,0,0,0.0,2021-12-10 21:45:39
125,CT,Chhattisgarh,CT_Chhattisgarh,Gaurela Pendra Marwahi,12020,8,11866,146,0,0,0,0,0,0.0,2021-12-10 21:45:39
126,CT,Chhattisgarh,CT_Chhattisgarh,Janjgir Champa,57672,14,56818,840,0,1,1,0,0,0.0,2021-12-10 21:45:39
127,CT,Chhattisgarh,CT_Chhattisgarh,Jashpur,27146,10,26924,212,0,0,0,0,0,0.0,2021-12-10 21:45:39
128,CT,Chhattisgarh,CT_Chhattisgarh,Kabeerdham,22775,3,22505,267,0,0,0,0,0,0.0,2021-12-10 21:45:39
129,CT,Chhattisgarh,CT_Chhattisgarh,Kondagaon,13144,2,13043,99,0,0,0,0,0,0.0,2021-12-10 21:45:39
130,CT,Chhattisgarh,CT_Chhattisgarh,Korba,54933,36,54315,582,0,1,0,1,0,0.0,2021-12-10 21:45:39
131,CT,Chhattisgarh,CT_Chhattisgarh,Koriya,26988,0,26811,177,0,0,0,0,0,0.0,2021-12-10 21:45:39
132,CT,Chhattisgarh,CT_Chhattisgarh,Mahasamund,31385,5,31014,366,0,0,0,0,0,0.0,2021-12-10 21:45:39
133,CT,Chhattisgarh,CT_Chhattisgarh,Mungeli,23934,6,23761,167,0,0,-1,1,0,0.0,2021-12-10 21:45:39
134,CT,Chhattisgarh,CT_Chhattisgarh,Narayanpur,4019,0,4005,14,0,0,0,0,0,0.0,2021-12-10 21:45:39
135,CT,Chhattisgarh,CT_Chhattisgarh,Other State,822,3,688,131,0,0,0,0,0,0.0,2021-12-10 21:45:39
136,CT,Chhattisgarh,CT_Chhattisgarh,Raigarh,62728,42,61707,979,0,6,1,5,0,0.0,2021-12-10 21:45:39
137,CT,Chhattisgarh,CT_Chhattisgarh,Raipur,158238,57,155040,3141,0,5,0,5,0,0.0,2021-12-10 21:45:39
138,CT,Chhattisgarh,CT_Chhattisgarh,Rajnandgaon,56108,13,55579,516,0,0,0,0,0,0.0,2021-12-10 21:45:39
139,CT,Chhattisgarh,CT_Chhattisgarh,Sukma,8070,1,8049,20,0,1,1,0,0,0.0,2021-12-10 21:45:39
140,CT,Chhattisgarh,CT_Chhattisgarh,Surajpur,29036,3,28809,224,0,2,2,0,0,0.0,2021-12-10 21:45:39
141,CT,Chhattisgarh,CT_Chhattisgarh,Surguja,33689,0,33444,245,0,0,0,0,0,0.0,2021-12-10 21:45:39
142,CT,Chhattisgarh,CT_Chhattisgarh,Uttar Bastar Kanker,23657,11,23422,224,0,2,2,0,0,0.0,2021-12-10 21:45:39
143,GA,Goa,GA_Goa,North Goa,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2021-12-11 11:06:00.277486
144,GA,Goa,GA_Goa,Other State,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2021-12-11 11:06:00.277486
145,GA,Goa,GA_Goa,South Goa,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2021-12-11 11:06:00.277486
146,GA,Goa,GA_Goa,Unknown,179375.0,450,175443.0,3482.0,0,37.0,2.0,35.0,0.0,0.0,2021-12-11 11:06:00.277486
147,GJ,Gujarat,GJ_Gujarat,Ahmedabad,238761,158,235192,3411,0,13,3,10,0,0.0,2021-12-10 23:55:37.794026
148,GJ,Gujarat,GJ_Gujarat,Amreli,10811,0,10709,102,0,0,0,0,0,0.0,2021-12-10 23:55:37.794026
149,GJ,Gujarat,GJ_Gujarat,Anand,9657,14,9593,50,0,1,1,0,0,0.0,2021-12-10 23:55:37.794026
150,GJ,Gujarat,GJ_Gujarat,Aravalli,5188,1,5109,78,0,0,0,0,0,0.0,2021-12-10 23:55:37.794026
151,GJ,Gujarat,GJ_Gujarat,Banaskantha,13636,4,13470,162,0,1,1,0,0,0.0,2021-12-10 23:55:37.794026
152,GJ,Gujarat,GJ_Gujarat,Bharuch,11444,4,11322,118,0,0,-6,6,0,0.0,2021-12-10 23:55:37.794026
153,GJ,Gujarat,GJ_Gujarat,Bhavnagar,21487,30,21155,302,0,0,-4,3,1,0.0,2021-12-10 23:55:37.794026
154,GJ,Gujarat,GJ_Gujarat,Botad,2218,0,2176,42,0,0,0,0,0,0.0,2021-12-10 23:55:37.794026
155,GJ,Gujarat,GJ_Gujarat,Chhota Udaipur,3395,0,3357,38,0,0,0,0,0,0.0,2021-12-10 23:55:37.794026
156,GJ,Gujarat,GJ_Gujarat,Dahod,9958,3,9917,38,0,0,0,0,0,0.0,2021-12-10 23:55:37.794026
157,GJ,Gujarat,GJ_Gujarat,Dang,866,0,848,18,0,0,0,0,0,0.0,2021-12-10 23:55:37.794026
158,GJ,Gujarat,GJ_Gujarat,Devbhumi Dwarka,4175,0,4093,82,0,0,0,0,0,0.0,2021-12-10 23:55:37.794026
159,GJ,Gujarat,GJ_Gujarat,Gandhinagar,20778,11,20562,205,0,1,0,1,0,0.0,2021-12-10 23:55:37.794026
160,GJ,Gujarat,GJ_Gujarat,Gir Somnath,8579,2,8510,67,0,0,0,0,0,0.0,2021-12-10 23:55:37.794026
161,GJ,Gujarat,GJ_Gujarat,Jamnagar,35045,40,34527,478,0,11,11,0,0,0.0,2021-12-10 23:55:37.794026
162,GJ,Gujarat,GJ_Gujarat,Junagadh,20543,1,20270,272,0,0,0,0,0,0.0,2021-12-10 23:55:37.794026
163,GJ,Gujarat,GJ_Gujarat,Kheda,10447,2,10397,48,0,0,-1,1,0,0.0,2021-12-10 23:55:37.794026
164,GJ,Gujarat,GJ_Gujarat,Kutch,12680,13,12522,145,0,3,1,2,0,0.0,2021-12-10 23:55:37.794026
165,GJ,Gujarat,GJ_Gujarat,Mahisagar,8195,1,8122,72,0,0,0,0,0,0.0,2021-12-10 23:55:37.794026
166,GJ,Gujarat,GJ_Gujarat,Mehsana,24426,1,24248,177,0,0,0,0,0,0.0,2021-12-10 23:55:37.794026
167,GJ,Gujarat,GJ_Gujarat,Morbi,6506,0,6419,87,0,0,0,0,0,0.0,2021-12-10 23:55:37.794026
168,GJ,Gujarat,GJ_Gujarat,Narmada,5957,0,5942,15,0,0,0,0,0,0.0,2021-12-10 23:55:37.794026
169,GJ,Gujarat,GJ_Gujarat,Navsari,7273,20,7228,25,0,3,2,1,0,0.0,2021-12-10 23:55:37.794026
170,GJ,Gujarat,GJ_Gujarat,Panchmahal,11773,2,11701,70,0,1,1,0,0,0.0,2021-12-10 23:55:37.794026
171,GJ,Gujarat,GJ_Gujarat,Patan,11624,0,11495,129,0,0,0,0,0,0.0,2021-12-10 23:55:37.794026
172,GJ,Gujarat,GJ_Gujarat,Porbandar,3489,1,3469,19,0,0,0,0,0,0.0,2021-12-10 23:55:37.794026
173,GJ,Gujarat,GJ_Gujarat,Rajkot,58041,20,57294,727,0,3,1,1,1,0.0,2021-12-10 23:55:37.794026
174,GJ,Gujarat,GJ_Gujarat,Sabarkantha,9323,0,9166,157,0,0,0,0,0,0.0,2021-12-10 23:55:37.794026
175,GJ,Gujarat,GJ_Gujarat,Surat,144076,52,142067,1957,0,11,7,4,0,0.0,2021-12-10 23:55:37.794026
176,GJ,Gujarat,GJ_Gujarat,Surendranagar,8125,1,7988,136,0,0,0,0,0,0.0,2021-12-10 23:55:37.794026
177,GJ,Gujarat,GJ_Gujarat,Tapi,4449,4,4421,24,0,0,0,0,0,0.0,2021-12-10 23:55:37.794026
178,GJ,Gujarat,GJ_Gujarat,Vadodara,78420,67,77565,788,0,12,3,9,0,0.0,2021-12-10 23:55:37.794026
179,GJ,Gujarat,GJ_Gujarat,Valsad,6499,28,6415,56,0,3,1,1,1,0.0,2021-12-10 23:55:37.794026
180,HR,Haryana,HR_Haryana,Ambala,30155.0,3,29643,509.0,0,1,-1,2,0,0.0,2021-12-10T23:55:41.524805+05:30
181,HR,Haryana,HR_Haryana,Bhiwani,22411.0,1,21758,652.0,0,1,1,0,0,0.0,2021-12-10T23:55:41.524805+05:30
182,HR,Haryana,HR_Haryana,Charkhi Dadri,5079.0,0,4940,139.0,0,0,0,0,0,0.0,2021-12-10T23:55:41.524805+05:30
183,HR,Haryana,HR_Haryana,Faridabad,99993.0,41,99235,717.0,0,4,0,4,0,0.0,2021-12-10T23:55:41.524805+05:30
184,HR,Haryana,HR_Haryana,Fatehabad,17880.0,0,17398,482.0,0,0,0,0,0,0.0,2021-12-10T23:55:41.524805+05:30
185,HR,Haryana,HR_Haryana,Gurugram,181830.0,94,180812,924.0,0,12,2,10,0,0.0,2021-12-10T23:55:41.524805+05:30
186,HR,Haryana,HR_Haryana,Hisar,54002.0,4,52862,1136.0,0,0,0,0,0,0.0,2021-12-10T23:55:41.524805+05:30
187,HR,Haryana,HR_Haryana,Jhajjar,18850.0,6,18516,328.0,0,0,0,0,0,0.0,2021-12-10T23:55:41.524805+05:30
188,HR,Haryana,HR_Haryana,Jind,21210.0,0,20677,533.0,0,0,0,0,0,0.0,2021-12-10T23:55:41.524805+05:30
189,HR,Haryana,HR_Haryana,Kaithal,11250.0,4,10900,346.0,0,1,1,0,0,0.0,2021-12-10T23:55:41.524805+05:30
190,HR,Haryana,HR_Haryana,Karnal,40048.0,6,39489,553.0,0,0,0,0,0,0.0,2021-12-10T23:55:41.524805+05:30
191,HR,Haryana,HR_Haryana,Kurukshetra,22159.0,6,21796,357.0,0,0,0,0,0,0.0,2021-12-10T23:55:41.524805+05:30
192,HR,Haryana,HR_Haryana,Mahendragarh,21689.0,0,21534,155.0,0,0,0,0,0,0.0,2021-12-10T23:55:41.524805+05:30
193,HR,Haryana,HR_Haryana,Nuh,5014.0,0,4891,123.0,0,0,0,0,0,0.0,2021-12-10T23:55:41.524805+05:30
194,HR,Haryana,HR_Haryana,Palwal,11031.0,3,10875,153.0,0,0,0,0,0,0.0,2021-12-10T23:55:41.524805+05:30
195,HR,Haryana,HR_Haryana,Panchkula,30862.0,26,30457,379.0,0,5,3,2,0,0.0,2021-12-10T23:55:41.524805+05:30
196,HR,Haryana,HR_Haryana,Panipat,31155.0,1,30516,638.0,0,0,0,0,0,0.0,2021-12-10T23:55:41.524805+05:30
197,HR,Haryana,HR_Haryana,Rewari,20329.0,0,20108,221.0,0,0,0,0,0,0.0,2021-12-10T23:55:41.524805+05:30
